AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;POI  DS;PROF;RS4;probinf;probsup
AG1966;52399;53;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;5;93340;0,973669;4;0;0.5;0.5
AG190;4391;47;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;44115;0,900709;4;2;0.5;0.5
AG191;4391;47;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;44115;0,900709;4;2;0.5;0.5
AG554;12369;49;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;4;30000;0,881151;4;1;0.5;0.5
AG555;12369;49;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;4;30000;0,881151;4;1;0.5;0.5
AG1133;27921;53;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;6;1320;1,025017;4;0;0.5;0.5
AG1134;27921;53;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;6;1320;1,025017;4;0;0.5;0.5
AG1329;32152;45;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;94100;0,973669;4;0;0.5;0.5
AG1778;45776;45;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;56800;0,920973;4;0;0.5;0.5
AG1929;51358;48;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;9;60000;1,025017;4;0;0.5;0.5
AG2145;58724;51;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;4;31500;0,900709;4;0;0.5;0.5
AG539;12077;54;Femme;45-59 ans;Retraite;Non;Appartement;8;75015;1,249175;8;2;0.5;0.5
AG326;7657;59;Femme;45-59 ans;Retraite;Non;Maison;5;91120;1,249175;8;2;0.2;0.46
AG948;22875;56;Femme;45-59 ans;Retraite;Non;Maison;6;56270;1,15557;8;0;0.2;0.46
AG1063;25816;55;Femme;45-59 ans;Retraite;Non;Maison;5;57920;1,315053;8;0;0.2;0.46
AG619;14062;57;Femme;45-59 ans;Retraite;Oui;Maison;3;37340;1,360442;8;0;0.5;0.5
AG2521;62444;22;Homme;<30 ans;Autre inactif;Non;Appartement;8;84400;1,329017;9;0;0.5;0.5
AG2291;62164;29;Homme;<30 ans;Autre inactif;Non;Maison;1;21000;1,256409;9;0;0.5;0.5
AG2432;62313;21;Homme;<30 ans;Autre inactif;Non;Maison;4;28400;1,284676;9;0;0.5;0.5
AG2500;62378;25;Homme;<30 ans;Autre inactif;Non;Maison;9;30250;1,496987;9;0;0.5;0.5
AG640;14845;28;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;67170;1,00134;3;0;0.36;1
AG962;23182;27;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;38420;0,979308;3;0;0.36;1
AG1705;43330;28;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;6;65000;0,995487;3;0;0.36;1
AG2050;55168;27;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;6600;0,991111;3;0;0.36;1
AG2335;62204;22;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;1;59300;0,979308;3;0;0.36;1
AG2337;62206;22;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;4;54000;0,979308;3;0;0.36;1
AG2379;62243;29;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;3;11000;0,973872;3;0;0.36;1
AG2383;62246;25;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;6;75012;1,095174;3;0;0.36;1
AG2431;62312;27;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;3;6600;0,991111;3;0;0.36;1
AG1632;41405;23;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;51100;0,979308;3;0;0.21;0.99
AG1633;41405;23;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;51100;0,979308;3;0;0.21;0.99
AG1634;41405;23;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;51100;0,979308;3;0;0.21;0.99
AG2277;62152;25;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;6;17300;0,995487;3;0;0.21;0.99
AG2278;62152;25;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;6;17300;0,995487;3;0;0.21;0.99
AG2391;62260;26;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;69005;0,979308;3;0;0.21;0.99
AG769;19448;28;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;92600;1,095174;3;0;0.5;0.5
AG770;19448;28;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;92600;1,095174;3;0;0.5;0.5
AG771;19448;28;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;92600;1,095174;3;0;0.5;0.5
AG1786;46142;27;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;69006;0,979308;3;0;0.5;0.5
AG2334;62204;22;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;1;59300;0,979308;3;0;0.5;0.5
AG2338;62206;22;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;4;54000;0,979308;3;0;0.5;0.5
AG2523;62448;25;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;4;48000;1,192724;3;0;0.5;0.5
AG2527;62466;25;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;7;31000;1,013109;3;0;0.5;0.5
AG2252;62129;22;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;59000;0,979308;3;0;0.5;0.5
AG2253;62129;22;Homme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;59000;0,979308;3;0;0.5;0.5
AG752;18891;25;Homme;<30 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;2;51300;1,00134;2;0;0.5;0.5
AG2322;62192;18;Homme;<30 ans;Eleve, etudiant;Non;Appartement;5;93420;1,40506;7;0;0.5;0.96
AG2323;62192;18;Homme;<30 ans;Eleve, etudiant;Non;Appartement;5;93420;1,40506;7;0;0.5;0.96
AG2328;62199;22;Homme;<30 ans;Eleve, etudiant;Non;Appartement;1;13100;1,271552;7;0;0.5;0.96
AG2508;62387;24;Homme;<30 ans;Eleve, etudiant;Non;Appartement;4;65800;1,277167;7;0;0.5;0.96
AG2512;62408;18;Homme;<30 ans;Eleve, etudiant;Non;Maison;7;29100;1,530213;7;0;0.68;0.84
AG564;12790;26;Homme;<30 ans;Eleve, etudiant;Oui;Appartement;1;95300;1,40506;7;2;0.68;0.84
AG2329;62199;22;Homme;<30 ans;Eleve, etudiant;Oui;Appartement;1;13100;1,271552;7;0;0.68;0.84
AG2464;62346;18;Homme;<30 ans;Eleve, etudiant;Oui;Appartement;9;25000;1,256409;7;0;0.68;0.84
AG2509;62387;24;Homme;<30 ans;Eleve, etudiant;Oui;Appartement;4;65800;1,277167;7;0;0.68;0.84
AG2133;58154;22;Homme;<30 ans;Eleve, etudiant;Oui;Maison;4;1250;1,47916;7;0;0.5;0.5
AG647;15201;28;Homme;<30 ans;Employe, personnel de service;Non;Appartement;4;84270;0,98296;5;0;0.68;0.96
AG1102;27122;26;Homme;<30 ans;Employe, personnel de service;Non;Appartement;3;63360;0,950165;5;0;0.68;0.96
AG2239;62113;23;Homme;<30 ans;Employe, personnel de service;Non;Appartement;5;95120;1,062583;5;0;0.68;0.96
AG2389;62258;27;Homme;<30 ans;Employe, personnel de service;Non;Appartement;7;69150;0,950165;5;0;0.68;0.96
AG2390;62258;27;Homme;<30 ans;Employe, personnel de service;Non;Appartement;7;69150;0,950165;5;0;0.68;0.96
AG2418;62296;25;Homme;<30 ans;Employe, personnel de service;Non;Appartement;4;93340;1,062583;5;0;0.68;0.96
AG2444;62325;28;Homme;<30 ans;Employe, personnel de service;Non;Appartement;3;93390;1,062583;5;0;0.68;0.96
AG2445;62325;28;Homme;<30 ans;Employe, personnel de service;Non;Appartement;3;93390;1,062583;5;0;0.68;0.96
AG2525;62458;27;Homme;<30 ans;Employe, personnel de service;Non;Appartement;6;31100;0,98296;5;0;0.68;0.96
AG419;9637;27;Homme;<30 ans;Employe, personnel de service;Non;Maison;5;63380;1,118621;5;1;0.21;0.96
AG1905;50101;29;Homme;<30 ans;Employe, personnel de service;Non;Maison;7;30900;0,961617;5;0;0.21;0.96
AG2268;62142;29;Homme;<30 ans;Employe, personnel de service;Non;Maison;4;58400;1,118621;5;0;0.21;0.96
AG2294;62167;28;Homme;<30 ans;Employe, personnel de service;Non;Maison;4;86180;0,98296;5;0;0.21;0.96
AG2438;62319;27;Homme;<30 ans;Employe, personnel de service;Non;Maison;5;45000;0,950165;5;0;0.21;0.96
AG2506;62386;19;Homme;<30 ans;Employe, personnel de service;Non;Maison;1;76360;0,971542;5;0;0.21;0.96
AG2507;62386;19;Homme;<30 ans;Employe, personnel de service;Non;Maison;1;76360;0,971542;5;0;0.21;0.96
AG1061;25798;22;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;8;33530;0,98296;5;0;0.5;0.5
AG2225;62102;23;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;3;68000;0,933638;5;0;0.5;0.5
AG2229;62105;29;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;5;44420;1,005075;5;0;0.5;0.5
AG2230;62105;29;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;5;44420;1,005075;5;0;0.5;0.5
AG2316;62185;22;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;3;30000;0,961617;5;0;0.5;0.5
AG2419;62296;25;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;4;93340;1,062583;5;0;0.5;0.5
AG2526;62458;27;Homme;<30 ans;Employe, personnel de service;Oui;Appartement;6;31100;0,98296;5;0;0.5;0.5
AG528;11668;28;Homme;<30 ans;Employe, personnel de service;Oui;Maison;5;50350;0,965863;5;2;0.2;0.5
AG753;18899;21;Homme;<30 ans;Employe, personnel de service;Oui;Maison;9;27150;0,971542;5;0;0.2;0.5
AG754;18899;21;Homme;<30 ans;Employe, personnel de service;Oui;Maison;9;27150;0,971542;5;0;0.2;0.5
AG1317;31514;29;Homme;<30 ans;Employe, personnel de service;Oui;Maison;5;17700;1,15723;5;0;0.2;0.5
AG1351;32886;29;Homme;<30 ans;Employe, personnel de service;Oui;Maison;5;59000;0,950165;5;0;0.2;0.5
AG2004;53474;23;Homme;<30 ans;Employe, personnel de service;Oui;Maison;2;75009;1,062583;5;0;0.2;0.5
AG2439;62319;27;Homme;<30 ans;Employe, personnel de service;Oui;Maison;5;45000;0,950165;5;0;0.2;0.5
AG1044;25421;27;Homme;<30 ans;Ouvrier, ouvirier agricole;Oui;Maison;4;77100;0,933638;6;0;0.5;0.5
AG268;6256;26;Homme;<30 ans;Profession intermediaire, contremątre;Non;Appartement;3;93170;1,095174;4;1;0.5;0.5
AG927;22657;26;Homme;<30 ans;Profession intermediaire, contremątre;Non;Appartement;3;94190;1,095174;4;0;0.5;0.5
AG2429;62308;19;Homme;<30 ans;Profession intermediaire, contremątre;Non;Appartement;1;75000;1,095174;4;0;0.5;0.5
AG2430;62308;19;Homme;<30 ans;Profession intermediaire, contremątre;Non;Appartement;1;75000;1,095174;4;0;0.5;0.5
AG2449;62331;28;Homme;<30 ans;Profession intermediaire, contremątre;Non;Appartement;4;67000;0,979308;4;0;0.5;0.5
AG122;2867;28;Homme;<30 ans;Profession intermediaire, contremątre;Non;Maison;5;86180;1,013109;4;2;0.5;0.5
AG2227;62104;25;Homme;<30 ans;Profession intermediaire, contremątre;Non;Maison;4;74910;1,15293;4;0;0.5;0.5
AG2228;62104;25;Homme;<30 ans;Profession intermediaire, contremątre;Non;Maison;4;74910;1,15293;4;0;0.5;0.5
AG2345;62212;25;Homme;<30 ans;Profession intermediaire, contremątre;Non;Maison;5;18000;0,995487;4;0;0.5;0.5
AG2346;62212;25;Homme;<30 ans;Profession intermediaire, contremątre;Non;Maison;5;18000;0,995487;4;0;0.5;0.5
AG2459;62341;25;Homme;<30 ans;Profession intermediaire, contremątre;Non;Maison;5;27400;0,962274;4;0;0.5;0.5
AG1792;46262;23;Homme;<30 ans;Profession intermediaire, contremątre;Oui;Appartement;4;93240;1,095174;4;0;0.5;0.5
AG2510;62390;22;Homme;<30 ans;Profession intermediaire, contremątre;Oui;Appartement;8;67000;0,979308;4;0;0.5;0.5
AG600;13626;22;Homme;<30 ans;Profession intermediaire, contremątre;Oui;Maison;7;6130;0,991111;4;0;0.5;0.5
AG601;13626;22;Homme;<30 ans;Profession intermediaire, contremątre;Oui;Maison;7;6130;0,991111;4;0;0.5;0.5
AG922;22508;60;Homme;>= 60 ans;Autre inactif;Non;Maison;5;42660;1,12506;9;0;0.5;0.5
AG764;19221;67;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;94380;0,832997;3;0;0.5;0.5
AG991;23898;63;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;31000;0,770578;3;0;0.5;0.5
AG992;23898;63;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;31000;0,770578;3;0;0.5;0.5
AG1420;35100;60;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;75020;0,832997;3;0;0.5;0.5
AG1421;35100;60;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;75020;0,832997;3;0;0.5;0.5
AG55;1382;62;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;14000;0,744869;3;1;0.52;1
AG56;1382;62;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;14000;0,744869;3;2;0.52;1
AG165;3964;66;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;77680;0,832997;3;2;0.52;1
AG200;4570;65;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;95120;0,832997;3;1;0.52;1
AG279;6541;60;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;91700;0,832997;3;2;0.52;1
AG280;6541;60;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;91700;0,832997;3;2;0.52;1
AG314;7395;63;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;77930;0,761627;3;2;0.52;1
AG372;8848;65;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;24700;0,787915;3;1;0.52;1
AG373;8848;65;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;24700;0,787915;3;2;0.52;1
AG523;11638;67;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;49000;0,787915;3;2;0.52;1
AG540;12104;71;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;33700;0,770578;3;2;0.52;1
AG541;12104;71;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;33700;0,770578;3;2;0.52;1
AG620;14117;61;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;64240;0,787915;3;0;0.52;1
AG1378;34122;64;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;92160;0,832997;3;0;0.52;1
AG313;7381;62;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;26200;0,757175;3;2;0.21;0.99
AG1689;42996;65;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;76140;0,744869;3;0;0.21;0.99
AG2070;56018;61;Homme;>= 60 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;59870;0,761627;3;0;0.21;0.99
AG256;5994;73;Homme;>= 60 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;8;75008;0,832997;2;2;0.5;0.5
AG1599;40675;62;Homme;>= 60 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;9;32350;0,907195;2;0;0.5;0.5
AG2177;60048;62;Homme;>= 60 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;5;73110;0,761627;2;0;0.5;0.5
AG468;10483;61;Homme;>= 60 ans;Employe, personnel de service;Non;Maison;4;33600;0,747647;5;2;0.21;0.78
AG526;11663;60;Homme;>= 60 ans;Employe, personnel de service;Non;Maison;6;33980;0,764468;5;2;0.21;0.78
AG527;11663;60;Homme;>= 60 ans;Employe, personnel de service;Non;Maison;6;33980;0,764468;5;2;0.21;0.78
AG134;3302;62;Homme;>= 60 ans;Ouvrier, ouvirier agricole;Non;Appartement;3;68650;0,850831;6;1;0.5;0.5
AG1117;27727;61;Homme;>= 60 ans;Ouvrier, ouvirier agricole;Non;Appartement;9;76620;0,722703;6;0;0.5;0.5
AG2172;59877;62;Homme;>= 60 ans;Ouvrier, ouvirier agricole;Oui;Appartement;5;31570;0,880198;6;0;0.5;0.5
AG149;3654;61;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;6;93800;0,832997;4;2;0.5;0.5
AG150;3654;61;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;6;93800;0,832997;4;2;0.5;0.5
AG255;5964;65;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;5;44470;0,770578;4;2;0.5;0.5
AG862;20930;64;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;5;75018;0,832997;4;0;0.5;0.5
AG1761;44906;61;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;5;12000;0,757175;4;0;0.5;0.5
AG1808;46734;60;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;6;94110;0,832997;4;0;0.5;0.5
AG1893;49858;66;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;7;69006;0,744869;4;0;0.5;0.5
AG1894;49858;66;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Appartement;7;69006;0,744869;4;0;0.5;0.5
AG212;4831;62;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Maison;5;59242;0,761627;4;2;0.5;0.5
AG213;4831;62;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Maison;5;59242;0,761627;4;2;0.5;0.5
AG1735;43915;62;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Maison;7;79300;0,787915;4;0;0.5;0.5
AG2116;57311;62;Homme;>= 60 ans;Profession intermediaire, contremątre;Non;Maison;5;85450;0,907195;4;0;0.5;0.5
AG4;105;69;Homme;>= 60 ans;Retraite;Non;Appartement;7;33610;0,988619;8;2;0.2;0.96
AG5;105;69;Homme;>= 60 ans;Retraite;Non;Appartement;7;33610;0,988619;8;2;0.2;0.96
AG15;292;66;Homme;>= 60 ans;Retraite;Non;Appartement;3;38800;0,955635;8;2;0.2;0.96
AG16;292;66;Homme;>= 60 ans;Retraite;Non;Appartement;3;38800;0,955635;8;2;0.2;0.96
AG17;311;75;Homme;>= 60 ans;Retraite;Non;Appartement;3;42100;0,955635;8;2;0.2;0.96
AG18;311;75;Homme;>= 60 ans;Retraite;Non;Appartement;3;42100;0,955635;8;2;0.2;0.96
AG31;502;73;Homme;>= 60 ans;Retraite;Non;Appartement;6;83000;0,967152;8;1;0.2;0.96
AG52;1257;71;Homme;>= 60 ans;Retraite;Non;Appartement;7;75006;1,0687;8;1;0.2;0.96
AG58;1440;69;Homme;>= 60 ans;Retraite;Non;Appartement;7;14800;0,939013;8;2;0.2;0.96
AG59;1440;69;Homme;>= 60 ans;Retraite;Non;Appartement;7;14800;0,939013;8;1;0.2;0.96
AG108;2610;68;Homme;>= 60 ans;Retraite;Non;Appartement;4;83000;0,967152;8;2;0.2;0.96
AG109;2610;68;Homme;>= 60 ans;Retraite;Non;Appartement;4;83000;0,967152;8;2;0.2;0.96
AG166;4009;81;Homme;>= 60 ans;Retraite;Non;Appartement;7;78800;1,0687;8;2;0.2;0.96
AG167;4009;81;Homme;>= 60 ans;Retraite;Non;Appartement;7;78800;1,0687;8;2;0.2;0.96
AG170;4080;77;Homme;>= 60 ans;Retraite;Non;Appartement;7;69003;0,955635;8;2;0.2;0.96
AG171;4080;77;Homme;>= 60 ans;Retraite;Non;Appartement;7;69003;0,955635;8;1;0.2;0.96
AG172;4080;77;Homme;>= 60 ans;Retraite;Non;Appartement;7;69003;0,955635;8;1;0.2;0.96
AG173;4080;77;Homme;>= 60 ans;Retraite;Non;Appartement;7;69003;0,955635;8;2;0.2;0.96
AG174;4080;77;Homme;>= 60 ans;Retraite;Non;Appartement;7;69003;0,955635;8;1;0.2;0.96
AG183;4247;72;Homme;>= 60 ans;Retraite;Non;Appartement;7;31000;0,988619;8;2;0.2;0.96
AG184;4247;72;Homme;>= 60 ans;Retraite;Non;Appartement;7;31000;0,988619;8;2;0.2;0.96
AG199;4517;74;Homme;>= 60 ans;Retraite;Non;Appartement;8;88400;0,977134;8;1;0.2;0.96
AG228;5305;72;Homme;>= 60 ans;Retraite;Non;Appartement;7;35000;0,988619;8;2;0.2;0.96
AG229;5305;72;Homme;>= 60 ans;Retraite;Non;Appartement;7;35000;0,988619;8;2;0.2;0.96
AG245;5876;74;Homme;>= 60 ans;Retraite;Non;Appartement;7;71000;0,939013;8;2;0.2;0.96
AG246;5876;74;Homme;>= 60 ans;Retraite;Non;Appartement;7;71000;0,939013;8;2;0.2;0.96
AG308;7228;65;Homme;>= 60 ans;Retraite;Non;Appartement;9;71100;0,939013;8;1;0.2;0.96
AG332;7732;75;Homme;>= 60 ans;Retraite;Non;Appartement;3;76120;0,955635;8;2;0.2;0.96
AG340;7985;76;Homme;>= 60 ans;Retraite;Non;Appartement;8;75020;1,0687;8;2;0.2;0.96
AG341;7985;76;Homme;>= 60 ans;Retraite;Non;Appartement;8;75020;1,0687;8;2;0.2;0.96
AG358;8656;73;Homme;>= 60 ans;Retraite;Non;Appartement;9;75014;1,0687;8;2;0.2;0.96
AG364;8749;66;Homme;>= 60 ans;Retraite;Non;Appartement;4;73610;0,977134;8;2;0.2;0.96
AG367;8807;72;Homme;>= 60 ans;Retraite;Non;Appartement;4;25000;0,955635;8;2;0.2;0.96
AG368;8807;72;Homme;>= 60 ans;Retraite;Non;Appartement;4;25000;0,955635;8;2;0.2;0.96
AG369;8807;72;Homme;>= 60 ans;Retraite;Non;Appartement;4;25000;0,955635;8;2;0.2;0.96
AG370;8807;72;Homme;>= 60 ans;Retraite;Non;Appartement;4;25000;0,955635;8;2;0.2;0.96
AG371;8807;72;Homme;>= 60 ans;Retraite;Non;Appartement;4;25000;0,955635;8;1;0.2;0.96
AG376;8887;77;Homme;>= 60 ans;Retraite;Non;Appartement;4;66000;0,967152;8;2;0.2;0.96
AG410;9566;62;Homme;>= 60 ans;Retraite;Non;Appartement;5;75020;1,0687;8;2;0.2;0.96
AG411;9566;62;Homme;>= 60 ans;Retraite;Non;Appartement;5;75020;1,0687;8;1;0.2;0.96
AG456;10238;73;Homme;>= 60 ans;Retraite;Non;Appartement;8;13007;0,967152;8;2;0.2;0.96
AG498;11065;80;Homme;>= 60 ans;Retraite;Non;Appartement;9;75010;1,0687;8;2;0.2;0.96
AG499;11065;80;Homme;>= 60 ans;Retraite;Non;Appartement;9;75010;1,0687;8;1;0.2;0.96
AG553;12338;71;Homme;>= 60 ans;Retraite;Non;Appartement;4;93100;1,0687;8;2;0.2;0.96
AG687;16653;63;Homme;>= 60 ans;Retraite;Non;Appartement;3;6600;0,967152;8;0;0.2;0.96
AG688;16653;63;Homme;>= 60 ans;Retraite;Non;Appartement;3;6600;0,967152;8;0;0.2;0.96
AG715;17833;75;Homme;>= 60 ans;Retraite;Non;Appartement;4;56000;0,971423;8;0;0.2;0.96
AG775;19652;69;Homme;>= 60 ans;Retraite;Non;Appartement;3;75020;1,0687;8;0;0.2;0.96
AG776;19652;69;Homme;>= 60 ans;Retraite;Non;Appartement;3;75020;1,0687;8;0;0.2;0.96
AG800;20098;80;Homme;>= 60 ans;Retraite;Non;Appartement;6;74960;0,955635;8;0;0.2;0.96
AG803;20130;62;Homme;>= 60 ans;Retraite;Non;Appartement;6;34600;0,988911;8;0;0.2;0.96
AG804;20130;62;Homme;>= 60 ans;Retraite;Non;Appartement;6;34600;0,988911;8;0;0.2;0.96
AG805;20130;62;Homme;>= 60 ans;Retraite;Non;Appartement;6;34600;0,988911;8;0;0.2;0.96
AG864;20967;70;Homme;>= 60 ans;Retraite;Non;Appartement;5;31400;0,988619;8;0;0.2;0.96
AG884;21516;79;Homme;>= 60 ans;Retraite;Non;Appartement;9;25230;0,955635;8;0;0.2;0.96
AG1024;24883;75;Homme;>= 60 ans;Retraite;Non;Appartement;7;78350;1,0687;8;0;0.2;0.96
AG1136;27935;71;Homme;>= 60 ans;Retraite;Non;Appartement;6;44300;0,988619;8;0;0.2;0.96
AG1188;29188;69;Homme;>= 60 ans;Retraite;Non;Appartement;7;50100;0,971423;8;0;0.2;0.96
AG1209;29616;72;Homme;>= 60 ans;Retraite;Non;Appartement;7;92270;1,0687;8;0;0.2;0.96
AG1219;29720;72;Homme;>= 60 ans;Retraite;Non;Appartement;5;95350;1,0687;8;0;0.2;0.96
AG1302;31297;64;Homme;>= 60 ans;Retraite;Non;Appartement;6;67100;0,955635;8;0;0.2;0.96
AG1303;31297;64;Homme;>= 60 ans;Retraite;Non;Appartement;6;67100;0,955635;8;0;0.2;0.96
AG1400;34548;69;Homme;>= 60 ans;Retraite;Non;Appartement;4;61000;0,939013;8;0;0.2;0.96
AG1411;34945;70;Homme;>= 60 ans;Retraite;Non;Appartement;8;91240;1,0687;8;0;0.2;0.96
AG1434;35591;76;Homme;>= 60 ans;Retraite;Non;Appartement;7;75012;1,0687;8;0;0.2;0.96
AG1435;35591;76;Homme;>= 60 ans;Retraite;Non;Appartement;7;75012;1,0687;8;0;0.2;0.96
AG1457;36332;76;Homme;>= 60 ans;Retraite;Non;Appartement;8;75005;1,0687;8;0;0.2;0.96
AG1748;44548;65;Homme;>= 60 ans;Retraite;Non;Appartement;5;29200;0,988619;8;0;0.2;0.96
AG1798;46534;64;Homme;>= 60 ans;Retraite;Non;Appartement;5;51430;0,955635;8;0;0.2;0.96
AG1799;46534;64;Homme;>= 60 ans;Retraite;Non;Appartement;5;51430;0,955635;8;0;0.2;0.96
AG1800;46534;64;Homme;>= 60 ans;Retraite;Non;Appartement;5;51430;0,955635;8;0;0.2;0.96
AG1839;48671;83;Homme;>= 60 ans;Retraite;Non;Appartement;7;44000;0,988619;8;0;0.2;0.96
AG1840;48671;83;Homme;>= 60 ans;Retraite;Non;Appartement;7;44000;0,988619;8;0;0.2;0.96
AG1941;51633;74;Homme;>= 60 ans;Retraite;Non;Appartement;6;75015;1,0687;8;0;0.2;0.96
